Ad Date,Ad Title,Ad Type,Age Specified,County,Gender Specified,Image No,Count,URL_ERROR,FULL TEXT,Notes,Press Date,Sale Date,Sale Disposition,Sale Location County,Sale Location Locale,Sale Location State,Skills Specified,First Name,Last Name,Source,Source Page,Subscriber County,Subscriber Firstname,Subscriber Lastname,Subscriber Locale,Subscriber State
,wanted,buy,15 - 20,Baltimore,male,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18351230acda59.pdf,1,,"WANTED to hire by the month or year, as a waiter, a servant boy or man of 15 to 20 years
of age, preferring a slave by the year. Apply to
LAMBERT GITTINGS,
No. 5 Spear’s wharf
N. B. Only those need apply who can come well
recommended.de 30 dtf G",page3 2nd column,18351230,,private_dealer,,,MD,servant,,,American Commercial and Daily Advertiser,,BA,Lambert,Gittings,No. 5 Spear's Wharf,MD
,Coachman for sale,sell,,,male,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18351230acda60.pdf,1,,"Coachman for sale-a first rate
Coachman of middle age, will be sold cheap.
He would also make a capital Porter. Enquire at
the American office. 
de 30 G d?",,18351230,,private_dealer,,,MD,Coachman and capitol porter,,,American Commercial and Daily Advertiser,,,,,,MD
,Servants for sale,sell,5,Baltimore,female,https://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18370418acda14.pdf,5,,"SERVANTS FOR SALE--The advertiser
Would sell the time of service of six Negro Girls, 
And two young Negro Women, each to serve until they arrive to the age of twenty-six years.
Their ages are 5, 7, 9, 11, 11, 13, 16, 19; five of the girls are children of one woman and of course sisters,
And the two women are children of another woman.
To avoid all unnecessary applications, or cause of complaint, the owner will sell to no person whatsoever
Until he shall be made satisfied from the character and standing that the servant will have every reasonable
Prospect of being kindly and humanely treated during
Their time of service, and the purchaser shall
Have had the servant some reasonable time on trial.
They all are now on a farm on the Eastern Shore 
Where they were born, are sightly and healthy, have
Almost everything to learn; sold for no fault, but in
Consideration of the owner having more of them than
He has profitable employment for.
Ap 18 d4t P",Page 3 1st column -- 2nd from bottom,18370418,,private_dealer,,Eastern Shore,MD,,,,American Commercial and Daily Advertiser,,BA,,,,MD
,Servants for sale,sell,7,Baltimore,female,https://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18370418acda14.pdf,5,,"SERVANTS FOR SALE--The advertiser
Would sell the time of service of six Negro Girls, 
And two young Negro Women, each to serve until they arrive to the age of twenty-six years.
Their ages are 5, 7, 9, 11, 11, 13, 16, 19; five of the girls are children of one woman and of course sisters,
And the two women are children of another woman.
To avoid all unnecessary applications, or cause of complaint, the owner will sell to no person whatsoever
Until he shall be made satisfied from the character and standing that the servant will have every reasonable
Prospect of being kindly and humanely treated during
Their time of service, and the purchaser shall
Have had the servant some reasonable time on trial.
They all are now on a farm on the Eastern Shore 
Where they were born, are sightly and healthy, have
Almost everything to learn; sold for no fault, but in
Consideration of the owner having more of them than
He has profitable employment for.
Ap 18 d4t P",Page 3 1st column -- 2nd from bottom,18370418,,private_dealer,,Eastern Shore,MD,,,,American Commercial and Daily Advertiser,,BA,,,,MD
,Servants for sale,sell,,Baltimore,,https://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18370418acda14.pdf,5,,"SERVANTS FOR SALE--The advertiser
Would sell the time of service of six Negro Girls, 
And two young Negro Women, each to serve until they arrive to the age of twenty-six years.
Their ages are 5, 7, 9, 11, 11, 13, 16, 19; five of the girls are children of one woman and of course sisters,
And the two women are children of another woman.
To avoid all unnecessary applications, or cause of complaint, the owner will sell to no person whatsoever
Until he shall be made satisfied from the character and standing that the servant will have every reasonable
Prospect of being kindly and humanely treated during
Their time of service, and the purchaser shall
Have had the servant some reasonable time on trial.
They all are now on a farm on the Eastern Shore 
Where they were born, are sightly and healthy, have
Almost everything to learn; sold for no fault, but in
Consideration of the owner having more of them than
He has profitable employment for.
Ap 18 d4t P",Page 3 1st column -- 2nd from bottom,18370418,,private_dealer,,Eastern Shore,MD,,,,American Commercial and Daily Advertiser,,BA,,,,MD
,Servants for sale,sell,,Baltimore,,https://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18370418acda14.pdf,5,,"SERVANTS FOR SALE--The advertiser
Would sell the time of service of six Negro Girls, 
And two young Negro Women, each to serve until they arrive to the age of twenty-six years.
Their ages are 5, 7, 9, 11, 11, 13, 16, 19; five of the girls are children of one woman and of course sisters,
And the two women are children of another woman.
To avoid all unnecessary applications, or cause of complaint, the owner will sell to no person whatsoever
Until he shall be made satisfied from the character and standing that the servant will have every reasonable
Prospect of being kindly and humanely treated during
Their time of service, and the purchaser shall
Have had the servant some reasonable time on trial.
They all are now on a farm on the Eastern Shore 
Where they were born, are sightly and healthy, have
Almost everything to learn; sold for no fault, but in
Consideration of the owner having more of them than
He has profitable employment for.
Ap 18 d4t P",Page 3 1st column -- 2nd from bottom,18370418,,private_dealer,,Eastern Shore,MD,,,,American Commercial and Daily Advertiser,,BA,,,,MD
,Servants for sale,sell,,Baltimore,,https://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18370418acda14.pdf,5,,"SERVANTS FOR SALE--The advertiser
Would sell the time of service of six Negro Girls, 
And two young Negro Women, each to serve until they arrive to the age of twenty-six years.
Their ages are 5, 7, 9, 11, 11, 13, 16, 19; five of the girls are children of one woman and of course sisters,
And the two women are children of another woman.
To avoid all unnecessary applications, or cause of complaint, the owner will sell to no person whatsoever
Until he shall be made satisfied from the character and standing that the servant will have every reasonable
Prospect of being kindly and humanely treated during
Their time of service, and the purchaser shall
Have had the servant some reasonable time on trial.
They all are now on a farm on the Eastern Shore 
Where they were born, are sightly and healthy, have
Almost everything to learn; sold for no fault, but in
Consideration of the owner having more of them than
He has profitable employment for.
Ap 18 d4t P",Page 3 1st column -- 2nd from bottom,18370418,,private_dealer,,Eastern Shore,MD,,,,American Commercial and Daily Advertiser,,BA,,,,MD
,A good colored cook,buy,,,female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18370112acda01.pdf,1,,"A GOOD  COLORED COOK is wanted to live
in a small private family, either by the month or
year, a slave being preferred; none others need apply,
than such as can come well recommended, and to a
suitable one, liberal wages would be given. Apply
at this office.
ja 12 d",Page 3 -- 2nd Column,18370112,,private_dealer,,,MD,Cooking,,,American Commerical and Daily Advertiser,,,,,,MD
,Two Negro Boys,sell,15,,male,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18370116acda02.pdf,2,,"TWO NEGRO BOYS to hire one of 15 the other 17 years of age, the youngest has been brought
up to house work is a tolerable good waiter and understands taking care of horses, the other has been
brought up in the country on a farm well acquainted
in driving a cart; they both can be recommended as
good faithful honest boys. Inquire of the printers
ja 16 d4t",page 3 -- 2nd column --bottom,18370116,,private_dealer,,,MD,House Servant; knows horses,,,American Commercial and Daily Advertiser,,,,,,MD
,Two Negro Boys,sell,17,,male,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18370116acda02.pdf,2,,"TWO NEGRO BOYS to hire one of 15 the other 17 years of age, the youngest has been brought
up to house work is a tolerable good waiter and understands taking care of horses, the other has been
brought up in the country on a farm well acquainted
in driving a cart; they both can be recommended as
good faithful honest boys. Inquire of the printers
ja 16 d4t",page 3 -- 2nd column --bottom,18370116,,private_dealer,,,MD,Farm Hand; Knows Horses,,,American Commercial and Daily Advertiser,,,,,,MD
,For Hire,sell,21,,male,https://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18370116acda03.pdf,1,,"FOR HIRE, by the month or year, a smart, active and intelligent
Negro boy, about 21 years old.
He is not acquainted with the duties of a house servant, but would answer well
As porter in a carpet store, packer in a china store, or almost any business
In which a little more than ordinary intelligence is required.
Apply at this office.
Ja 16",4th column -- bottom,18370116,,private_dealer,,,MD,porter in carpet store;,,,American Commercial and Daily Advertiser,,,,,,MD
,Servants for sale,sell,27,,female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18370118acda04.pdf,1,,"SERVANTS FOR SALE--One a Negro Woman, 27 years of age, to serve 17 years, honest
and industrious, and a good Cook and Washer—the
other a girl 14 years of age, a slave for life, smart and
industrious, and an excellent House Servant. Apply
at the Republican Office.
ja 17 4t",4th column --bottom,18370118,,private_dealer,,,MD,cook; washer,,,American Commercial and Daily Advertiser,,,,,,MD
,SAS,SAS,14,,female,,,ERROR (blank),,,SAS,,private_dealer,,,MD,House Servant,,,American Commercial and Daily Advertiser,,,,,,MD
,Wanted for Hire,buy,,,female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18370202acda05.pdf,1,,"WANTED TO HIRE—A colored Woman,
who understands cooking, washing and ironing;
a slave would be preferred. To one that could come
well recommended, a good and permanent situation,
with liberal wages, would be given. Apply at this
office.
fe 2 4t",4th column -- second from bottom,18370202,,private_dealer,,,MD,Cooking; washing,,,American Commercial and Daily Advertiser,,,,,,MD
,Servants wanted,buy,,,female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18370207acda06.pdf,1,,"SERVANTS WANTED-Wanted immediately
a good Cook; also, a Chambermaid. For
servants of good character liberal wages will be given.
Slaves would be preferred. They will be employed
by the month or year. Apply at this office.
fe 7 eo4t",3rd column -- ninth down,18370207,,private_dealer,,,MD,Cook; chambermaid,,,American Commercial and Daily Advertiser,,,,,,MD
,Orphans Court,sell,22,Baltimore,male,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18370207acda07.pdf,6,,"ORPHANS' COURT SALE-By order of the
Court will be sold on Wednesday morning at 10
o’clock at the corner of Concord st. and Fish Market
space—the stock ol groceries and Furniture of Benjamin Nicholson deceased: consisting in part of Sugars; Teas, Coffee, Rice, Ginger, Chocolate, Candles,
Soap, Tobacco, Alspice, Pepper, Whiskey, Gin, Rum,
Wine, Scales, Weights. Stand Casks, Store Furniture, &c. &c. Also, Beds, Bedding, Bedsteads, Bureaus. Looking Glass, Shovel and Tongs, with an assortment of Kitchen utensils; also. 2 stoves, Terms,
cash.	
JOHN BRUNNER Ex’r.,
J. I. GROSS, Auct.
By order of administrators, I have at private sale a
healthy, active, moral Negro man who can come
well recommended, 22 years of age to serve for life
not to be sold out of the state. J. 1. G. Auct.
fe 7",7th column -- 2nd down,18370207,18370208,court_ordered,BA,Concord Street and Fish Market,MD,,,,American Commercial and Daily Advertiser,,,John,Brunner,,MD
,Orphans Court,buy,16 - 20,,male,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18370207acda07.pdf,6,,"ORPHANS' COURT SALE-By order of the
Court will be sold on Wednesday morning at 10
o’clock at the corner of Concord st. and Fish Market
space—the stock ol groceries and Furniture of Benjamin Nicholson deceased: consisting in part of Sugars; Teas, Coffee, Rice, Ginger, Chocolate, Candles,
Soap, Tobacco, Alspice, Pepper, Whiskey, Gin, Rum,
Wine, Scales, Weights. Stand Casks, Store Furniture, &c. &c. Also, Beds, Bedding, Bedsteads, Bureaus. Looking Glass, Shovel and Tongs, with an assortment of Kitchen utensils; also. 2 stoves, Terms,
cash.	
JOHN BRUNNER Ex’r.,
J. I. GROSS, Auct.
By order of administrators, I have at private sale a
healthy, active, moral Negro man who can come
well recommended, 22 years of age to serve for life
not to be sold out of the state. J. 1. G. Auct.
fe 7",,,,private_dealer,,,MD,Servant,,,,,,,,,MD
,Servants for sale,sell,,,female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18370207acda07.pdf,6,,"ORPHANS' COURT SALE-By order of the
Court will be sold on Wednesday morning at 10
o’clock at the corner of Concord st. and Fish Market
space—the stock ol groceries and Furniture of Benjamin Nicholson deceased: consisting in part of Sugars; Teas, Coffee, Rice, Ginger, Chocolate, Candles,
Soap, Tobacco, Alspice, Pepper, Whiskey, Gin, Rum,
Wine, Scales, Weights. Stand Casks, Store Furniture, &c. &c. Also, Beds, Bedding, Bedsteads, Bureaus. Looking Glass, Shovel and Tongs, with an assortment of Kitchen utensils; also. 2 stoves, Terms,
cash.	
JOHN BRUNNER Ex’r.,
J. I. GROSS, Auct.
By order of administrators, I have at private sale a
healthy, active, moral Negro man who can come
well recommended, 22 years of age to serve for life
not to be sold out of the state. J. 1. G. Auct.
fe 7",,,,private_dealer,,,MD,,,,,,,,,,MD
,Servants for sale,sell,7,,female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18370207acda07.pdf,6,,"ORPHANS' COURT SALE-By order of the
Court will be sold on Wednesday morning at 10
o’clock at the corner of Concord st. and Fish Market
space—the stock ol groceries and Furniture of Benjamin Nicholson deceased: consisting in part of Sugars; Teas, Coffee, Rice, Ginger, Chocolate, Candles,
Soap, Tobacco, Alspice, Pepper, Whiskey, Gin, Rum,
Wine, Scales, Weights. Stand Casks, Store Furniture, &c. &c. Also, Beds, Bedding, Bedsteads, Bureaus. Looking Glass, Shovel and Tongs, with an assortment of Kitchen utensils; also. 2 stoves, Terms,
cash.	
JOHN BRUNNER Ex’r.,
J. I. GROSS, Auct.
By order of administrators, I have at private sale a
healthy, active, moral Negro man who can come
well recommended, 22 years of age to serve for life
not to be sold out of the state. J. 1. G. Auct.
fe 7",,,,private_dealer,,,MD,,,,,,,,,,MD
,Servants for sale,sell,3,,female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18370207acda07.pdf,6,,"ORPHANS' COURT SALE-By order of the
Court will be sold on Wednesday morning at 10
o’clock at the corner of Concord st. and Fish Market
space—the stock ol groceries and Furniture of Benjamin Nicholson deceased: consisting in part of Sugars; Teas, Coffee, Rice, Ginger, Chocolate, Candles,
Soap, Tobacco, Alspice, Pepper, Whiskey, Gin, Rum,
Wine, Scales, Weights. Stand Casks, Store Furniture, &c. &c. Also, Beds, Bedding, Bedsteads, Bureaus. Looking Glass, Shovel and Tongs, with an assortment of Kitchen utensils; also. 2 stoves, Terms,
cash.	
JOHN BRUNNER Ex’r.,
J. I. GROSS, Auct.
By order of administrators, I have at private sale a
healthy, active, moral Negro man who can come
well recommended, 22 years of age to serve for life
not to be sold out of the state. J. 1. G. Auct.
fe 7",,,,private_dealer,,,MD,,,,,,,,,,MD
,Servants for sale,sell,17,,male,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18370207acda07.pdf,6,,"ORPHANS' COURT SALE-By order of the
Court will be sold on Wednesday morning at 10
o’clock at the corner of Concord st. and Fish Market
space—the stock ol groceries and Furniture of Benjamin Nicholson deceased: consisting in part of Sugars; Teas, Coffee, Rice, Ginger, Chocolate, Candles,
Soap, Tobacco, Alspice, Pepper, Whiskey, Gin, Rum,
Wine, Scales, Weights. Stand Casks, Store Furniture, &c. &c. Also, Beds, Bedding, Bedsteads, Bureaus. Looking Glass, Shovel and Tongs, with an assortment of Kitchen utensils; also. 2 stoves, Terms,
cash.	
JOHN BRUNNER Ex’r.,
J. I. GROSS, Auct.
By order of administrators, I have at private sale a
healthy, active, moral Negro man who can come
well recommended, 22 years of age to serve for life
not to be sold out of the state. J. 1. G. Auct.
fe 7",,,,private_dealer,,,MD,,,,,,,,,,MD
,For sale,sell,18,Baltimore,male,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18370726acda25.pdf,1,,"FOR SALE
A NEGRO BOY about 18 years of age, to serve
until he shall attain the age of 30 years. He was
brought up on a farm, and with attention could
be made a valuable hand. He will not be sold out of
the State. Apply at this office.	.
jy 22 d4t",page 4 -- last column,18370726,,private_dealer,BA,,MD,Farm hand,,,American Commercial and Daily Advertiser,,,,,,MD
,Servants wanted,buy,15 or 16,,female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18370810acda26.pdf,1,,"SERVANT GIRL WANTED— The advertiser wishes to hire by the year a Negro Girl 15 or
16 years of age, for a chamber maid. A slave would be preferred. Apply at this office.
au 10 d4t",page 3 -- 1st column -- 6th down,18370810,,private_dealer,,,,Chambermaid,,,American Commercial and Daily Advertiser,,,,,,MD
,Sherriff's Sale,sell,,Baltimore,male,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18370215acda08.pdf,5,,"SHERIFF'S SALE—By virtue of an order of
 Baltimore City Court, the following NEGROES
will be sold out of the State, agreeably to an Act of
Assembly passed in 1836, chapter 200, at the jail of
Baltimore county, on SATURDAY, the 18th inst., at
three o’clock, P. M. to wit:
Negro Richard Bennett, for the term of ten years.
Benjamin Walker, for ten years.
James Shaw, for ten years.
Isaac Bash, for ten years, and
John Gibson for the term of seven years Terms. Terms of
sale cash.
JOHN W. WALKER, Sheriff
fe 14",page 4 -- 1st column -- second ad,18370215,18370218,court_ordered,BA,Jail of Baltimore County,MD,,Richard,Bennett,American Commercial and Daily Advertiser,,BA,John W,Walker,,MD
,Sherriff's Sale,sell,,Baltimore,male,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18370215acda08.pdf,5,,"SHERIFF'S SALE—By virtue of an order of
 Baltimore City Court, the following NEGROES
will be sold out of the State, agreeably to an Act of
Assembly passed in 1836, chapter 200, at the jail of
Baltimore county, on SATURDAY, the 18th inst., at
three o’clock, P. M. to wit:
Negro Richard Bennett, for the term of ten years.
Benjamin Walker, for ten years.
James Shaw, for ten years.
Isaac Bash, for ten years, and
John Gibson for the term of seven years Terms. Terms of
sale cash.
JOHN W. WALKER, Sheriff
fe 14",page 4 -- 1st column -- second ad,18370215,18370218,court_ordered,BA,Jail of Baltimore County,MD,,Benjamin,Walker,American Commercial and Daily Advertiser,,BA,John W,Walker,,MD
